,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
97295.0,5.0,47.94,0.54,0.476,0.004,20.8594075928,3.40349014849
97319.0,6.66,16.37,0.74,0.295,0.005,61.0873549175,2.73024339706
97321.0,7.07,23.36,0.58,0.591,0.008,42.8082191781,3.9123641922
97336.0,7.83,20.87,0.71,0.661,0.01,47.9156684236,4.42761224533
97358.0,7.6,32.32,0.9,0.689,0.015,30.9405940594,5.14735676051
97370.0,7.12,26.61,1.13,0.564,0.009,37.5798571965,4.24522437276
97384.0,6.77,20.22,0.92,0.61,0.01,49.4559841741,3.29890575627
97399.0,7.86,18.8,0.63,0.602,0.015,53.1914893617,4.23078924632
97405.0,7.69,29.37,1.06,0.669,0.015,34.0483486551,5.02951973261
97420.0,6.87,38.44,0.7,0.66,0.006,26.0145681582,4.79391689498
97421.0,5.33,19.19,0.67,0.196,0.005,52.1104742053,1.74537487368
97433.0,3.84,22.4,0.45,0.888,0.001,44.6428571429,0.591240091671
97438.0,6.64,35.25,0.51,0.592,0.007,28.3687943262,4.37579560664
97509.0,6.97,20.17,0.72,0.611,0.005,49.5785820526,3.49352949106
97515.0,6.04,21.95,0.96,0.403,0.004,45.5580865604,2.74717262289
97517.0,7.76,20.5,0.57,0.613,0.012,48.7804878049,4.31876930528
97527.0,7.53,18.78,0.64,0.51,0.01,53.2481363152,3.89847793965
97534.0,5.39,24.08,0.56,0.234,0.005,41.5282392027,2.29828241293
97537.0,7.98,22.2,0.86,0.518,0.002,45.045045045,4.71176487225
97612.0,6.7,18.62,0.51,0.514,0.007,53.7056928034,3.04989838323
97635.0,5.03,16.96,0.45,1.286,0.001,58.9622641509,1.1771292396
97640.0,8.0,35.46,0.76,0.787,0.011,28.2007896221,5.74869365632
97649.0,0.76,194.44,0.94,0.221,0.01,5.14297469656,2.20392806201
97650.0,5.38,37.86,0.97,0.402,0.005,26.413100898,3.27090304814
97674.0,6.04,16.67,0.69,0.317,0.005,59.9880023995,2.14967799914
97675.0,5.12,51.57,0.77,0.563,0.003,19.3911188676,3.68198565703
97700.0,6.22,15.14,0.52,0.398,0.005,66.0501981506,2.12062937582
97720.0,7.84,13.49,0.65,0.463,0.015,74.1289844329,3.49005974836
97767.0,6.16,36.15,0.79,0.642,0.005,27.6625172891,3.95054150815
97769.0,8.24,19.0,0.95,0.727,0.01,52.6315789474,4.63376800476
97779.0,7.14,29.91,0.97,0.647,0.008,33.433634236,4.51908206516
97805.0,9.45,35.64,1.46,1.155,0.015,28.0583613917,7.20968847682
97837.0,7.72,18.81,0.64,0.572,0.013,53.1632110579,4.09194397775
97846.0,7.57,17.72,0.74,0.773,0.015,56.4334085779,3.81231858776
97892.0,6.06,9.61,0.48,0.033,0.004,104.058272633,0.973616938343
97944.0,6.22,70.34,0.81,1.017,0.008,14.2166619278,5.4560118199
98001.0,7.41,22.31,0.78,0.796,0.005,44.8229493501,4.15249785142
98020.0,8.83,25.32,1.17,0.599,0.023,39.4944707741,5.84731850673
98036.0,3.71,72.95,0.83,0.855,0.007,13.7080191912,3.02512648115
98066.0,4.7,42.03,0.94,0.748,0.015,23.7925291458,2.81779695003
98103.0,5.28,15.84,0.76,0.014,0.003,63.1313131313,1.27877588627
98106.0,8.4,42.78,1.0,1.058,0.018,23.3754090697,6.55620390118
98110.0,3.89,23.4,0.54,1.019,0.004,42.735042735,0.736079287051
98111.0,6.16,11.67,0.48,0.09,0.005,85.6898029135,1.49535428023
98130.0,8.42,52.11,1.14,1.025,0.003,19.1901746306,7.00460536583
98192.0,7.91,39.24,0.97,0.797,0.002,25.4841997961,5.87864499354
98204.0,9.29,52.92,1.48,1.318,0.007,18.8964474679,7.90809917758
98206.0,7.19,23.47,0.84,0.641,0.008,42.60758415,4.04256544799
98245.0,8.37,17.34,0.69,0.593,0.016,57.6701268743,4.5652454657
98316.0,8.54,43.91,1.17,1.05,0.021,22.7738556138,6.75281718552
98332.0,5.74,14.08,0.66,0.224,0.006,71.0227272727,1.48301327403
98382.0,6.8,11.11,0.53,0.168,0.007,90.0090009001,2.0285702947
98416.0,5.87,40.75,1.35,0.598,0.007,24.5398773006,3.92063806538
98421.0,5.3,20.81,0.88,0.17,0.0,48.0538202787,1.89136040106
98444.0,6.67,26.01,0.91,0.404,0.007,38.4467512495,3.74570176098
98470.0,5.65,47.9,1.06,0.498,0.016,20.8768267223,4.05167756707
98478.0,5.75,15.09,0.74,1.033,0.0,66.2690523526,1.64344619888
98495.0,3.97,30.73,0.55,-0.032,0.013,32.5414904003,1.40781280128
98505.0,7.67,51.94,0.87,0.932,0.008,19.2529842126,6.24750972647
98533.0,6.83,23.42,0.83,0.412,0.007,42.6985482494,3.67793445368
98543.0,4.66,14.67,0.64,0.184,0.002,68.166325835,0.492150569216
98589.0,7.34,29.2,0.94,0.654,0.011,34.2465753425,4.66691425724
98621.0,8.12,26.62,1.04,0.674,0.008,37.5657400451,5.24604025569
98624.0,5.32,13.91,0.66,1.218,0.006,71.8907260963,1.03663564996
98677.0,7.15,51.71,0.83,0.714,0.003,19.3386192226,5.71787268886
98692.0,8.32,16.25,0.7,0.68,0.015,61.5384615385,4.37426682657
98698.0,7.46,76.26,1.03,1.128,0.015,13.1130343562,6.87148400469
98718.0,6.84,15.62,0.78,0.616,0.003,64.0204865557,2.80840514771
98764.0,9.56,27.72,1.34,0.952,0.005,36.075036075,6.7739661297
98767.0,5.73,62.92,0.62,0.749,0.001,15.8931977114,4.72394356976
98785.0,6.44,17.38,0.76,0.503,0.006,57.5373993096,2.64024886056
98792.0,7.28,64.17,0.85,0.815,0.003,15.5836060464,6.31666019646
98813.0,6.91,35.88,0.89,0.614,0.007,27.8706800446,4.68426217186
98819.0,5.8,56.6,0.76,0.6,0.005,17.667844523,4.56408215594
98828.0,7.82,46.28,0.91,0.924,0.014,21.6076058773,6.1469667514
98872.0,6.24,12.74,0.53,0.1,0.006,78.4929356358,1.76584714
98878.0,7.69,30.13,1.37,0.705,0.011,33.1895121142,5.08499565837
98879.0,7.33,22.93,0.94,0.544,0.009,43.6109899695,4.13202027365
98894.0,7.69,22.49,0.88,0.669,0.008,44.4642063139,4.44994727718
98920.0,5.09,20.17,0.71,1.058,0.002,49.5785820526,1.61352949106
98921.0,6.18,52.99,0.55,0.654,0.004,18.8714851859,4.80096959757
98923.0,7.22,13.1,0.6,0.323,0.009,76.3358778626,2.80635647828
98946.0,6.19,19.14,0.49,0.437,0.004,52.2466039707,2.5997096672
98959.0,6.07,56.45,0.74,0.648,0.006,17.7147918512,4.8283197313
98962.0,5.4,18.78,0.44,1.191,0.001,53.2481363152,1.76847793965
98978.0,7.44,20.09,0.61,0.661,0.015,49.7760079642,3.95489968374
99026.0,5.81,27.43,0.46,0.445,0.004,36.4564345607,3.00112903802
99031.0,5.38,41.34,0.54,0.85,0.0,24.1896468312,3.46185236146
99046.0,7.99,21.16,1.03,0.572,0.014,47.258979206,4.61757831682
99107.0,7.46,11.73,0.58,0.539,0.015,85.2514919011,2.80649006058
99137.0,6.26,43.08,0.79,0.53,0.005,23.2126276695,4.43137847313
99158.0,6.43,23.12,1.04,0.463,0.008,43.2525951557,3.24993914874
99169.0,6.99,10.95,0.54,0.486,0.009,91.3242009132,2.18707059588
99171.0,5.97,20.89,0.89,1.023,0.003,47.8697941599,2.5696921999
99188.0,6.47,17.3,0.79,0.682,0.004,57.8034682081,2.66023051564
99229.0,7.54,19.32,0.93,0.524,0.015,51.7598343685,3.9700356104
99232.0,7.13,24.7,0.56,0.572,0.008,40.4858299595,4.0934847663
99240.0,3.55,163.73,0.65,0.751,0.021,6.1076161974,4.62064130912
99241.0,7.4,22.43,0.55,0.568,0.009,44.5831475702,4.15414636791
99255.0,4.38,9.97,0.47,-0.046,0.003,100.300902708,-0.626524208442
99273.0,7.18,18.69,0.9,0.48,0.015,53.5045478866,3.53804650689
99306.0,8.09,13.61,0.63,0.64,0.012,73.4753857458,3.75929062602
99316.0,7.56,41.07,1.18,0.81,0.018,24.3486729973,5.62762351427
99344.0,8.38,25.96,1.19,0.708,0.017,38.5208012327,5.45152344064
99355.0,8.73,35.71,0.81,0.906,0.023,28.0033604032,6.49394925096
99376.0,7.41,19.45,0.8,0.669,0.001,51.4138817481,3.85459802831
99385.0,8.91,63.82,1.49,1.296,0.021,15.6690692573,7.93478399929
99414.0,7.51,14.43,0.55,0.453,0.015,69.3000693001,3.30633165547
99427.0,8.88,59.53,0.72,1.32,0.001,16.7982529817,7.75367941276
99452.0,7.34,48.83,0.91,0.83,0.01,20.4792135982,5.78343362142
99461.0,5.32,165.24,0.9,0.868,0.018,6.05180343742,6.41057593152
99500.0,5.7,20.54,0.52,0.53,0.004,48.6854917235,2.26300219631
99530.0,7.09,16.25,0.53,0.448,0.008,61.5384615385,3.14426682657
99542.0,9.06,24.28,0.89,0.81,0.02,41.1861614498,5.98624341202
99572.0,5.84,35.65,0.92,0.476,0.005,28.0504908836,3.60029767094
99634.0,8.46,32.1,0.77,0.896,0.015,31.1526479751,5.99252516202
99651.0,8.67,27.33,1.21,0.732,0.015,36.5898280278,5.85319815846
99655.0,4.28,21.41,0.45,0.114,0.001,46.7071461934,0.933083336472
99668.0,6.9,17.68,0.87,0.458,0.006,56.5610859729,3.13741130339
99680.0,7.02,21.64,0.63,0.504,0.012,46.2107208872,3.69628628217
99701.0,7.97,161.17,1.08,1.431,0.006,6.20462865298,9.00642102956
99711.0,7.79,50.27,1.13,0.938,0.015,19.8925800676,6.29654442614
99731.0,7.26,15.95,0.59,0.844,0.008,62.6959247649,3.27380343697
99737.0,7.56,16.11,0.65,0.536,0.009,62.0732464308,3.5954777021
99742.0,4.94,21.24,0.78,0.072,0.005,47.0809792844,1.57577256205
99764.0,10.19,49.03,1.74,1.351,0.002,20.3956761167,8.64230946623
99770.0,4.93,24.37,0.55,0.151,0.018,41.0340582684,1.86427764592
99825.0,5.73,113.33,0.89,0.878,0.018,8.82378893497,6.00172444384
99832.0,8.44,14.79,0.64,0.807,0.017,67.6132521974,4.28984086998
99880.0,9.98,40.97,1.21,1.266,0.02,24.4081034904,8.04232981977
99889.0,5.87,28.97,0.52,0.447,0.004,34.51846738,3.17974247602
99926.0,6.55,23.48,0.84,0.381,0.005,42.5894378194,3.40349046288
99957.0,7.03,18.9,0.93,0.441,0.007,52.9100529101,3.41230902087
100017.0,5.91,56.92,0.52,0.602,0.004,17.5685172171,4.68632445706
100046.0,6.73,18.42,0.5,0.451,0.006,54.2888165038,3.0564481293
100072.0,7.27,27.3,1.03,0.567,0.01,36.63003663,4.4508132352
100108.0,5.58,16.76,0.52,0.056,0.003,59.6658711217,1.70137007147
100184.0,6.13,33.91,0.87,0.469,0.01,29.48982601,3.78163894889
100217.0,7.56,15.42,0.69,0.451,0.011,64.850843061,3.50042186857
100223.0,8.73,55.73,1.29,1.167,0.011,17.9436569173,7.46044521528
100225.0,8.2,21.0,1.01,0.684,0.008,47.619047619,4.81109647367
100233.0,7.2,23.07,0.96,0.594,0.008,43.3463372345,4.01523797261
100271.0,9.96,24.0,1.07,1.081,0.02,41.6666666667,6.86105620856
100280.0,8.41,25.78,0.95,0.74,0.003,38.7897595035,5.46641456509
100321.0,7.03,18.38,0.57,0.459,0.009,54.4069640914,3.35172753525
100379.0,6.49,22.72,0.76,0.505,0.003,44.014084507,3.27204163519
100396.0,6.91,18.84,0.74,0.558,0.001,53.0785562633,3.28540449228
100412.0,6.26,30.84,0.88,0.549,0.008,32.4254215305,3.70557184689
100490.0,10.6,50.36,1.84,1.455,0.019,19.8570293884,9.11042860718
100500.0,7.13,20.68,0.91,0.726,0.009,48.3558994197,3.70775267211
100511.0,6.16,38.27,0.72,0.498,0.014,26.1301280376,4.07429231112
100526.0,6.67,14.44,0.45,0.23,0.006,69.2520775623,2.46783596617
100570.0,6.75,24.12,1.15,0.426,0.013,41.4593698176,3.66188651734
100587.0,4.43,12.77,0.62,1.331,0.003,78.3085356304,-0.0390455136829
100697.0,6.15,12.95,0.54,0.203,0.006,77.2200772201,1.71134884209
100751.0,1.94,17.8,0.7,-0.118,0.008,56.1797752809,-1.80789998846
100859.0,5.73,26.56,0.48,0.339,0.007,37.6506024096,2.85114035348
100891.0,7.93,15.31,0.74,0.51,0.001,65.3167864141,3.85487595349
100895.0,7.49,21.49,1.02,0.52,0.01,46.533271289,4.15118207746
100896.0,6.71,20.7,0.94,0.519,0.007,48.309178744,3.28985172728
100907.0,5.63,12.07,0.53,0.072,0.004,82.850041425,1.03853635049
100925.0,6.61,51.5,0.82,0.724,0.014,19.4174757282,5.16903614521
100933.0,6.56,11.8,0.49,0.147,0.005,84.7457627119,1.91941003653
100963.0,7.09,35.41,0.8,0.642,0.009,28.2406099972,4.83562963379
100970.0,6.87,26.77,0.89,0.662,0.007,37.3552484124,4.00824185593
101022.0,6.82,31.3,1.08,0.547,0.007,31.9488817891,4.29772168773
101027.0,4.77,33.04,0.86,0.386,0.014,30.2663438257,2.36520019324
101044.0,6.19,11.77,0.51,0.163,0.0,84.9617672048,1.54388231422
101059.0,7.08,27.14,0.97,0.512,0.01,36.8459837878,4.24804921662
101082.0,5.96,15.88,0.52,0.942,0.002,62.9722921914,1.96425249046
101093.0,4.21,24.04,0.53,0.199,0.003,41.5973377704,1.11467231665
101096.0,7.84,12.74,0.62,0.513,0.015,78.4929356358,3.36584714
101142.0,7.77,15.61,0.65,0.512,0.011,64.0614990391,3.73701451531
101163.0,7.45,18.88,0.59,0.534,0.015,52.9661016949,3.83000994981
101166.0,8.68,14.79,0.73,0.635,0.019,67.6132521974,4.52984086998
101180.0,10.54,125.62,1.11,1.542,0.012,7.96051584143,11.0352939453
101234.0,7.95,14.18,0.63,0.616,0.012,70.5218617772,3.70838115424
101262.0,9.22,38.18,1.17,1.141,0.003,26.1917234154,7.12917962029
101268.0,6.47,22.18,0.61,0.422,0.006,45.0856627592,3.19980770907
101307.0,7.17,13.48,0.58,0.323,0.008,74.1839762611,2.818449461
101345.0,5.66,41.26,0.87,0.689,0.003,24.2365487155,3.73764611819
101382.0,7.08,44.99,0.64,0.796,0.007,22.2271615915,5.34557996583
101432.0,6.8,25.48,0.89,0.666,0.004,39.2464678179,3.83099711832
101483.0,5.39,18.85,0.82,0.093,0.004,53.050397878,1.76655677271
101507.0,6.11,30.45,0.96,0.543,0.013,32.8407224959,3.52793648484
101511.0,7.28,13.14,0.61,0.392,0.008,76.103500761,2.87297682612
101579.0,8.91,32.73,1.27,0.96,0.015,30.5530094714,6.48473002654
101593.0,10.08,30.53,1.0,1.18,0.015,32.7546675401,7.50363402149
101597.0,8.5,26.08,1.17,0.759,0.015,38.3435582822,5.5815379353
101611.0,7.51,14.22,0.61,0.454,0.012,70.323488045,3.27449798197
101612.0,4.75,36.27,0.67,0.291,0.012,27.5709953129,2.5477377779
101684.0,6.34,17.05,0.78,0.413,0.004,58.651026393,2.49862191664
101719.0,7.03,17.24,0.53,0.401,0.007,58.0046403712,3.21268630744
101726.0,8.1,27.18,1.16,0.648,0.014,36.7917586461,5.27124726198
101750.0,7.46,36.16,0.97,0.859,0.009,27.6548672566,5.25114210902
101768.0,6.51,20.3,0.62,0.371,0.004,49.2610837438,3.04748018957
101769.0,3.64,33.49,0.88,0.425,0.015,29.8596595999,1.2645757377
101772.0,3.11,32.21,0.75,0.998,0.004,31.0462589258,0.649953624098
101773.0,4.86,16.73,0.64,0.447,0.003,59.7728631201,0.977479704812
101785.0,7.42,19.82,0.97,0.465,0.015,50.454086781,3.90551825075
101800.0,5.42,18.4,0.8,0.05,0.005,54.347826087,1.74408911505
101806.0,7.5,21.31,0.91,0.667,0.01,46.9263256687,4.14291724857
101808.0,6.38,19.86,0.85,0.328,0.007,50.3524672709,2.8698962208
101818.0,7.03,15.76,0.59,0.495,0.006,63.4517766497,3.01778106577
101852.0,7.78,23.89,1.15,0.597,0.012,41.8585182085,4.67108074875
101867.0,4.81,15.27,0.67,-0.03,0.009,65.4878847413,0.729195185282
101875.0,6.76,37.12,0.62,0.61,0.0,26.9396551724,4.60803983773
101905.0,7.33,29.73,0.9,0.626,0.002,33.636057854,4.69597454602
101916.0,5.07,33.27,0.82,0.702,0.013,30.0571085062,2.68026400434
101932.0,8.52,35.22,1.14,0.91,0.015,28.3929585463,6.25394675816
101948.0,6.81,30.46,0.6,0.507,0.007,32.8299409061,4.228649495
101966.0,6.39,30.31,0.81,0.559,0.006,32.9924117453,3.79792968184
101983.0,5.11,41.33,0.73,0.544,0.022,24.1954996371,3.19132702641
101997.0,6.36,68.28,0.82,0.719,0.005,14.6455770357,5.53146756221
102011.0,6.02,30.12,0.48,0.443,0.005,33.2005312085,3.41427483764
102016.0,8.02,18.6,0.73,0.637,0.011,53.7634408602,4.36756472109
102018.0,7.21,23.42,0.89,0.607,0.008,42.6985482494,4.05793445368
102040.0,6.43,47.65,0.76,0.611,0.009,20.9863588667,4.82031452487
102101.0,10.27,41.74,1.15,1.36,0.015,23.9578342118,8.37276222365
102119.0,9.83,43.42,1.48,1.121,0.009,23.0308613542,8.01844909559
102141.0,10.27,97.8,4.65,1.55,0.02,10.2249488753,10.2216942739
102154.0,7.52,14.88,0.67,0.464,0.01,67.2043010753,3.38301465605
102186.0,8.83,82.57,1.25,1.324,0.012,12.1109361754,8.41411142298
102189.0,7.59,17.96,0.67,0.613,0.01,55.6792873051,3.86153166166
102203.0,7.61,33.15,1.2,0.711,0.01,30.1659125189,5.2124176637
102205.0,6.94,11.89,0.56,0.221,0.006,84.1042893188,2.31590927309
102226.0,8.26,39.38,1.03,0.889,0.015,25.3936008126,6.23637855901
102233.0,7.31,14.63,0.63,0.345,0.009,68.3526999316,3.13622163063
102253.0,5.59,23.49,0.49,0.218,0.004,42.5713069391,2.44441508389
102259.0,7.68,15.22,0.71,0.599,0.022,65.703022339,3.59207326217
102264.0,6.95,44.57,0.87,0.671,0.004,22.4366165582,5.19521317043
102281.0,4.43,16.03,0.68,0.302,0.013,62.3830318153,0.454667611771
102333.0,4.51,41.38,0.82,0.278,0.004,24.1662638956,2.59395243165
102357.0,10.29,50.18,1.99,1.457,0.023,19.9282582702,8.79265328489
102395.0,3.42,23.71,0.63,0.163,0.005,42.1762969211,0.294657769891
102401.0,10.79,80.01,1.57,1.491,0.005,12.4984376953,10.305721352
102422.0,3.41,69.73,0.49,0.912,0.002,14.3410296859,2.62709832602
102431.0,4.52,36.87,0.46,0.535,0.005,27.1223216707,2.35336568803
102453.0,4.22,15.84,0.62,1.051,0.006,63.1313131313,0.218775886267
102466.0,8.6,15.09,0.73,0.686,0.017,66.2690523526,4.49344619888
102485.0,4.13,68.16,0.91,0.426,0.005,14.6713615023,3.29764790879
102486.0,7.82,30.1,1.34,0.914,0.003,33.2225913621,5.21283247797
102488.0,2.48,45.26,0.53,1.021,0.015,22.0945647371,0.758572748094
102521.0,7.66,28.47,1.06,0.62,0.009,35.1246926589,4.93193733573
102532.0,4.27,32.14,1.19,1.042,0.004,31.113876789,1.80522936214
102580.0,8.26,25.32,1.12,0.759,0.021,39.4944707741,5.27731850673
102610.0,7.43,25.6,0.92,0.587,0.01,39.0625,4.47119982656
102611.0,7.6,18.63,0.87,0.501,0.011,53.6768652711,3.95106427448
102616.0,10.76,37.39,1.41,1.365,0.02,26.7451190158,8.62377732577
102642.0,6.29,23.88,0.56,0.883,0.008,41.8760469012,3.18017161229
102664.0,8.02,26.41,1.27,0.619,0.015,37.8644452859,5.12884200603
102675.0,7.31,20.09,0.94,0.527,0.008,49.7760079642,3.82489968374
102684.0,6.98,12.6,0.57,0.38,0.007,79.3650793651,2.48185272559
102693.0,5.11,24.35,0.9,0.361,0.014,41.067761807,2.04249482775
102727.0,7.92,14.13,0.62,0.492,0.015,70.771408351,3.67071080924
102766.0,8.25,42.23,0.98,0.939,0.011,23.679848449,6.37810540712
102781.0,7.18,13.05,0.59,0.413,0.009,76.6283524904,2.75805255837
102791.0,8.23,28.61,0.74,0.767,0.014,34.9528137015,5.51258928903
102801.0,6.65,15.7,0.58,0.372,0.007,63.6942675159,2.62949826205
102805.0,6.01,33.81,0.83,0.42,0.0,29.5770482106,3.65522585383
102807.0,7.12,19.64,0.84,0.455,0.009,50.916496945,3.58570741725
102815.0,7.67,19.42,0.88,0.602,0.009,51.4933058702,4.11124612786
102843.0,5.06,23.67,0.56,0.198,0.002,42.2475707647,1.93099128965
102851.0,8.32,48.38,1.77,1.068,0.003,20.6696982224,6.74332932013
102970.0,7.81,33.8,0.68,0.685,0.011,29.5857988166,5.45458350139
103004.0,4.56,15.06,0.6,0.835,0.002,66.401062417,0.449124859323
103039.0,11.41,182.15,3.68,1.653,0.022,5.48998078507,12.7121458779
103045.0,4.73,21.01,1.04,0.325,0.003,47.5963826749,1.34213026203
103077.0,6.38,22.17,0.99,0.661,0.007,45.1059990979,3.10882846557
103096.0,8.55,141.95,0.77,1.483,0.012,7.04473406129,9.31067698431
103131.0,7.78,17.19,0.73,0.747,0.01,58.1733566027,3.95637938344
103256.0,8.82,44.04,1.19,1.054,0.005,22.7066303361,7.0392365515
103260.0,7.02,21.64,0.94,0.607,0.008,46.2107208872,3.69628628217
103298.0,5.54,16.35,0.73,0.131,0.004,61.1620795107,1.60758878498
103311.0,7.27,20.96,1.0,0.544,0.015,47.7099236641,3.87695639156
103348.0,6.68,12.85,0.62,1.117,0.007,77.8210116732,2.22451563834
103359.0,5.83,18.75,0.53,0.337,0.005,53.3333333333,2.19500636032
103389.0,5.7,47.61,0.95,0.507,0.011,21.0039907582,4.08849090737
103441.0,11.98,73.24,3.24,1.533,0.02,13.6537411251,11.3037416781
103455.0,6.93,30.11,0.84,0.584,0.005,33.2115576221,4.32355377756
103458.0,6.52,46.26,0.81,0.587,0.012,21.616947687,4.84602814217
103460.0,5.89,17.58,0.85,0.18,0.007,56.8828213879,2.11509435369
103635.0,6.62,20.93,0.95,0.376,0.005,47.7783086479,3.22384614169
103641.0,6.58,25.6,0.72,0.584,0.015,39.0625,3.62119982656
103646.0,6.1,24.11,0.83,0.4,0.006,41.4765657404,3.01098605189
103650.0,9.32,38.87,0.83,1.12,0.015,25.7267815796,7.26807270316
103655.0,10.12,66.21,2.54,1.52,0.02,15.103458692,9.22461793941
103654.0,6.86,26.88,0.69,0.627,0.007,37.2023809524,4.00714632191
103673.0,5.76,35.07,0.83,0.48,0.017,28.5143997719,3.48467882941
103682.0,6.21,37.8,1.01,0.635,0.008,26.455026455,4.09745899919
103699.0,8.02,29.84,1.48,0.747,0.002,33.5120643432,5.393994094
103749.0,7.14,19.29,0.84,0.503,0.003,51.8403317781,3.56666113822
103754.0,8.65,20.24,0.66,0.717,0.017,49.4071146245,5.18105254084
103768.0,9.37,48.87,1.71,1.239,0.004,20.4624514017,7.81521169514
103779.0,6.76,13.64,0.66,0.315,0.006,73.3137829912,2.4340718516
103820.0,9.36,32.8,1.6,1.046,0.006,30.487804878,6.93936921856
103833.0,7.33,20.06,0.85,0.614,0.01,49.850448654,3.84165464342
103859.0,7.69,51.65,0.72,0.97,0.016,19.3610842207,6.25535162928
103882.0,5.32,28.32,0.86,0.424,0.005,35.3107344633,2.58046624509
103931.0,6.91,20.68,0.87,0.423,0.006,48.3558994197,3.48775267211
103949.0,6.32,12.4,0.54,0.259,0.006,80.6451612903,1.78710842581
103953.0,7.64,18.16,0.85,0.546,0.003,55.0660792952,3.93557922093
104034.0,7.29,14.32,0.55,0.456,0.015,69.8324022346,3.06971508986
104043.0,5.13,22.07,0.57,0.49,0.008,45.3103760761,1.84901166581
104076.0,8.73,15.04,0.71,0.51,0.02,66.4893617021,4.61623918128
104092.0,8.27,67.38,1.35,1.119,0.015,14.8411991689,7.41265503323
104101.0,5.94,27.06,1.07,0.538,0.004,36.9549150037,3.10163896131
104128.0,6.64,22.82,0.91,0.476,0.006,43.8212094654,3.43157820041
104139.0,4.08,20.61,0.92,-0.01,0.008,48.5201358564,0.650389958896
104171.0,5.88,20.36,0.52,0.386,0.007,49.115913556,2.42388886832
104197.0,10.84,29.85,1.42,1.26,0.02,33.5008375209,8.21472167733
104214.0,5.2,287.13,1.51,1.069,0.015,3.48274300839,7.49039285475
104217.0,6.05,285.42,0.72,1.309,0.012,3.50360871698,8.32742200902
104225.0,8.19,30.45,0.72,0.766,0.005,32.8407224959,5.60793648484
104239.0,7.12,56.67,1.18,0.901,0.007,17.6460208223,5.88676606321
104299.0,8.55,37.36,1.11,0.84,0.003,26.7665952891,6.41203433779
104318.0,8.01,27.86,1.34,0.692,0.02,35.8937544867,5.23490556044
104344.0,7.87,15.35,0.74,0.539,0.009,65.1465798046,3.80054189907
104375.0,8.69,32.59,0.73,0.832,0.013,30.6842589751,6.25542180233
104382.0,5.45,12.07,0.48,0.283,0.005,82.850041425,0.858536350487
104396.0,6.97,14.64,0.61,0.395,0.008,68.306010929,2.79770538361
104432.0,10.87,82.33,2.4,1.49,0.005,12.1462407385,10.4477905771
104436.0,6.98,41.28,0.58,0.619,0.005,24.2248062016,5.0586984431
104453.0,7.9,16.72,0.7,0.517,0.008,59.8086124402,4.01618136551
104468.0,7.6,15.38,0.65,0.513,0.006,65.0195058518,3.53478167733
104471.0,6.96,23.24,0.94,0.507,0.007,43.0292598967,3.79118061859
104521.0,4.7,28.38,0.9,0.262,0.005,35.2360817477,1.96506195561
104526.0,7.07,30.93,1.43,0.687,0.015,32.3310701584,4.52189960002
104587.0,7.83,32.68,0.8,0.78,0.015,30.599755202,5.4014102393
104659.0,7.37,28.26,1.01,0.525,0.01,35.3857041755,4.62586078756
104680.0,5.83,30.9,0.84,0.45,0.004,32.3624595469,3.27979239712
104732.0,3.21,21.62,0.63,0.99,0.0,46.2534690102,-0.115721551914
104733.0,7.32,37.12,0.8,0.666,0.007,26.9396551724,5.16803983773
104738.0,5.25,29.96,0.97,0.46,0.003,33.3778371162,2.63270904514
104788.0,6.38,24.16,0.48,0.625,0.005,41.3907284768,3.29548464975
104809.0,7.38,33.63,0.95,0.689,0.002,29.7353553375,5.01363433657
104858.0,4.47,54.11,0.85,0.529,0.015,18.4808722972,3.13638766966
104887.0,3.74,47.8,0.61,0.393,0.004,20.9205020921,2.13713948306
104941.0,6.6,14.61,0.61,0.903,0.006,68.4462696783,2.42325107967
105038.0,7.88,61.83,1.06,1.02,0.022,16.1733786188,6.83599623249
105090.0,6.69,253.37,1.13,1.397,0.002,3.94679717409,8.70877595712
105140.0,4.71,19.76,0.88,0.07,0.01,50.6072874494,1.18893470126
105152.0,8.15,52.03,1.23,0.99,0.015,19.2196809533,6.73126912948
105184.0,6.75,42.04,0.9,0.637,0.001,23.786869648,4.86831353678
105199.0,2.45,66.84,0.49,0.257,0.003,14.961101137,1.57518220611
105202.0,7.27,23.78,0.91,0.488,0.01,42.0521446594,4.15105925141
105214.0,6.6,32.1,0.76,0.689,0.008,31.1526479751,4.13252516202
105232.0,8.45,24.48,1.05,0.75,0.015,40.8496732026,5.39405706737
105254.0,6.7,19.11,0.8,0.366,0.009,52.3286237572,3.10630343528
105274.0,7.76,15.2,0.67,0.501,0.011,65.7894736842,3.66921793972
105312.0,6.56,53.4,1.09,0.737,0.018,18.7265917603,5.19770628514
105319.0,4.39,33.58,0.76,0.191,0.004,29.7796307326,2.02040345901
105341.0,9.09,61.04,1.31,1.34,0.01,16.3826998689,8.01807262473
105357.0,6.73,13.25,0.54,0.504,0.008,75.4716981132,2.34107939136
105384.0,7.84,27.49,1.18,0.687,0.005,36.3768643143,5.03587369922
105391.0,7.46,18.76,0.92,0.614,0.015,53.3049040512,3.82616417022
105406.0,6.39,37.64,0.59,0.533,0.01,26.5674814028,4.26824807378
105431.0,6.72,21.54,0.82,0.535,0.006,46.4252553389,3.38622849481
105439.0,6.75,20.85,0.8,0.654,0.006,47.9616306954,3.34553029655
