,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
6813.0,4.83,35.33,0.82,0.421,0.008,28.3045570337,2.57071818717
6862.0,6.9,22.52,0.78,0.505,0.007,44.404973357,3.6628419309
6869.0,6.6,19.99,0.79,0.526,0.007,50.0250125063,3.10406397059
6878.0,6.66,29.26,0.73,0.505,0.008,34.1763499658,3.99137160895
6913.0,8.4,23.97,0.75,0.708,0.013,41.7188151856,5.29834017017
6914.0,7.24,17.25,0.63,0.673,0.007,57.9710144928,3.42394549705
6917.0,7.74,43.16,0.93,0.966,0.008,23.1696014829,5.91540718005
6943.0,7.18,22.04,0.78,0.453,0.011,45.3720508167,3.8960579509
6975.0,7.62,21.66,1.08,0.556,0.013,46.1680517082,4.29829226145
6978.0,7.93,23.4,1.03,0.71,0.015,42.735042735,4.77607928705
7018.0,9.41,28.66,1.41,0.863,0.01,34.8918353105,6.69638093031
7040.0,7.91,15.85,0.66,0.601,0.003,63.0914826498,3.91014633277
7076.0,8.15,22.17,0.98,0.63,0.014,45.1059990979,4.87882846557
7078.0,5.82,34.19,0.57,0.489,0.003,29.2483182217,3.48949550398
7082.0,7.24,14.48,0.62,0.893,0.008,69.0607734807,3.04384280931
7090.0,7.32,23.18,0.92,0.622,0.005,43.1406384814,4.14556715814
7143.0,6.78,17.15,0.84,0.929,0.008,58.3090379009,2.95132062189
7183.0,7.78,20.49,0.81,0.641,0.01,48.8042947779,4.33770979201
7228.0,10.0,28.69,1.43,1.172,0.002,34.8553502963,7.28865274123
7235.0,6.97,51.27,0.88,0.766,0.01,19.5045835771,5.5193165872
7244.0,7.63,30.13,0.94,0.666,0.013,33.1895121142,5.02499565837
7254.0,7.83,28.23,0.94,0.815,0.019,35.423308537,5.08355439073
7276.0,5.75,33.71,0.72,0.639,0.006,29.6647878968,3.3887937626
7283.0,6.46,10.15,0.49,0.107,0.001,98.5221674877,1.49233021125
7294.0,4.68,15.96,0.68,0.991,0.002,62.656641604,0.695164435074
7298.0,6.91,12.89,0.62,0.314,0.001,77.579519007,2.46126458677
7339.0,6.52,47.65,0.6,0.686,0.003,20.9863588667,4.91031452487
7345.0,5.62,16.32,0.75,0.066,0.004,61.2745098039,1.68360077209
7357.0,6.9,27.26,0.91,0.531,0.012,36.6837857667,4.07762925749
7370.0,6.74,20.91,0.9,0.634,0.004,47.8240076518,3.34177016409
7372.0,7.11,42.29,1.47,0.909,0.011,23.646252069,5.24118842573
7387.0,6.03,24.72,0.54,0.382,0.004,40.4530744337,2.99524233208
7396.0,8.77,28.63,1.12,0.78,0.024,34.9283967866,6.05410674011
7404.0,7.17,27.36,0.93,0.593,0.003,36.5497076023,4.35558046524
7426.0,8.83,20.46,0.84,0.761,0.019,48.8758553275,5.38452814688
7429.0,7.85,20.82,0.79,0.556,0.012,48.0307396734,4.44240362587
7443.0,6.43,26.54,0.68,0.415,0.008,37.6789751319,3.54950459264
7446.0,7.15,23.3,0.86,0.712,0.008,42.9184549356,3.98677960513
7447.0,5.95,16.75,0.82,0.259,0.005,59.7014925373,2.07007405686
7513.0,4.1,74.25,0.72,0.536,0.007,13.468013468,3.45348228995
7535.0,5.54,29.58,1.42,0.347,0.008,33.8066260987,2.8949908483
7554.0,10.39,45.79,1.63,1.416,0.009,21.8388294387,8.69385321764
7564.0,6.99,23.8,0.86,0.9,0.015,42.0168067227,3.87288478528
7576.0,7.66,42.35,0.96,0.797,0.002,23.6127508855,5.79426707333
7580.0,6.24,26.15,0.81,0.528,0.004,38.240917782,3.32735846602
7585.0,6.77,38.86,0.83,0.648,0.008,25.7334019557,4.71751398132
7588.0,0.45,22.68,0.57,-0.158,0.007,44.0917107584,-2.7717847489
7599.0,7.33,25.39,0.62,0.629,0.009,39.3855848759,4.35331350437
7601.0,5.88,36.86,0.52,0.62,0.006,27.1296798698,3.71277665442
7607.0,3.59,18.76,0.74,1.275,0.004,53.3049040512,-0.0438358297848
7669.0,7.35,18.95,0.91,0.465,0.011,52.7704485488,3.73804607152
7699.0,7.08,20.37,0.61,0.466,0.005,49.0918016691,3.624955145
7733.0,7.74,29.41,0.91,0.733,0.005,34.0020401224,5.08247512254
7734.0,6.6,46.73,0.8,0.69,0.003,21.3995292104,4.94797890512
7744.0,8.53,22.58,1.05,0.773,0.015,44.286979628,5.29861968794
7759.0,7.85,21.16,0.96,0.607,0.005,47.258979206,4.47757831682
7805.0,7.62,15.02,0.69,0.42,0.015,66.5778961385,3.50334966334
7819.0,6.34,17.99,0.84,0.401,0.007,55.5864369094,2.61515581673
7822.0,7.92,28.29,0.94,0.714,0.01,35.3481795688,5.17816473728
7829.0,10.16,33.63,1.64,1.223,0.015,29.7353553375,7.79363433657
7860.0,8.09,23.73,0.93,0.735,0.016,42.1407501054,4.96648869109
7874.0,6.2,17.86,0.88,0.459,0.006,55.9910414334,2.45940727276
7886.0,6.2,23.87,0.65,0.404,0.004,41.8935902807,3.08926209503
7902.0,7.7,27.28,0.96,0.691,0.008,36.6568914956,4.87922182992
7916.0,5.75,26.83,0.96,0.443,0.013,37.2717107715,2.89310336336
7918.0,4.96,79.09,0.83,0.618,0.001,12.6438234922,4.45060787771
7949.0,7.53,21.08,0.68,0.586,0.015,47.4383301708,4.1493530327
7955.0,5.25,15.02,0.72,1.044,0.005,66.5778961385,1.13334966334
7961.0,7.45,20.45,0.99,0.617,0.007,48.8997555012,4.00346656172
7978.0,5.52,57.63,0.64,0.551,0.003,17.3520735728,4.32324309791
7981.0,5.24,133.91,0.91,0.836,0.008,7.46770218804,5.87406505021
7990.0,8.4,22.59,0.82,0.714,0.015,44.2673749447,5.1695811546
8016.0,5.18,11.62,0.54,-0.022,0.002,86.0585197935,0.506030640272
8018.0,7.22,14.95,0.68,0.71,0.009,66.889632107,3.0932059633
8043.0,10.4,48.11,2.01,1.46,0.015,20.7856994388,8.81117678451
8044.0,6.33,18.04,0.79,1.02,0.008,55.4323725055,2.61118266603
8070.0,8.42,74.45,1.11,1.202,0.015,13.4318334453,7.77932351044
8102.0,3.49,274.17,0.8,0.727,0.007,3.64737206842,5.68009966023
8109.0,7.27,22.38,0.87,0.601,0.008,44.6827524576,4.01930041096
8159.0,6.27,30.71,0.81,0.72,0.009,32.5626831651,3.70639908222
8209.0,5.29,36.46,1.01,0.395,0.007,27.4273176083,3.09908332159
8224.0,9.48,29.96,1.44,1.126,0.003,33.3778371162,6.86270904514
8233.0,6.38,23.16,0.81,0.366,0.009,43.1778929188,3.20369277528
8241.0,5.04,17.54,0.62,0.031,0.003,57.0125427594,1.26014794515
8275.0,8.91,43.37,1.38,1.044,0.002,23.0574129583,7.09594711074
8346.0,8.98,25.79,1.28,0.795,0.01,38.7747188833,6.03725671069
8362.0,5.63,100.24,0.68,0.804,0.01,9.97605746209,5.63520528993
8366.0,6.05,16.13,0.52,0.338,0.004,61.9962802232,2.08817183694
8370.0,6.33,17.15,0.78,0.461,0.007,58.3090379009,2.50132062189
8398.0,7.13,22.16,0.77,0.637,0.012,45.1263537906,3.85784878028
8433.0,5.78,36.65,0.73,0.572,0.004,27.2851296044,3.60036989489
8497.0,4.66,42.35,0.87,0.333,0.003,23.6127508855,2.79426707333
8498.0,7.93,20.46,0.91,0.664,0.001,48.8758553275,4.48452814688
8514.0,6.37,36.89,0.72,0.523,0.005,27.1076172404,4.20454327613
8543.0,8.06,37.33,0.97,0.758,0.015,26.7881060809,5.92028994963
8548.0,7.07,23.26,0.9,0.569,0.003,42.9922613929,3.90304855196
8588.0,5.92,23.46,1.02,0.302,0.01,42.6257459506,2.7716400389
8593.0,5.94,13.37,0.64,0.154,0.004,74.794315632,1.57065703631
8598.0,5.96,22.42,0.67,0.419,0.001,44.6030330062,2.71317804129
8701.0,8.95,32.38,0.87,0.888,0.023,30.8832612724,6.50138422209
8734.0,6.89,18.03,0.8,0.44,0.01,55.4631170272,3.16997863361
8768.0,8.89,90.17,1.37,1.424,0.012,11.0901630254,8.66531034838
8796.0,3.42,50.87,0.82,0.488,0.009,19.6579516414,1.95230868816
8798.0,7.43,26.56,1.06,0.635,0.005,37.6506024096,4.55114035348
8847.0,6.44,13.61,0.66,0.185,0.007,73.4753857458,2.10929062602
8859.0,6.77,23.97,0.97,0.468,0.008,41.7188151856,3.66834017017
8867.0,8.47,45.16,1.09,1.01,0.015,22.143489814,6.74376966626
8881.0,9.15,27.05,1.23,0.887,0.006,36.9685767098,6.31083634721
8903.0,2.64,54.74,0.75,0.165,0.003,18.268176836,1.33152396537
8983.0,6.07,21.5,0.53,0.356,0.005,46.511627907,2.73219229958
8987.0,9.86,25.75,1.11,1.119,0.009,38.8349514563,6.91388616689
8991.0,6.15,24.2,0.51,0.448,0.004,41.3223140496,3.0690768299
9007.0,3.69,57.19,0.62,0.844,0.015,17.4855744011,2.47660048273
9044.0,8.61,50.76,0.78,1.143,0.004,19.7005516154,7.13760806711
9052.0,6.93,13.66,0.55,0.38,0.007,73.2064421669,2.60725349673
9073.0,7.85,30.0,0.92,0.711,0.015,33.3333333333,5.2356062736
9085.0,6.1,37.97,0.61,0.487,0.018,26.3365815117,3.9972029857
9094.0,6.42,29.43,0.91,0.817,0.015,33.9789330615,3.7639513105
9141.0,8.07,23.61,1.03,0.651,0.012,42.3549343499,4.93547993539
9151.0,6.87,22.65,0.79,0.499,0.009,44.1501103753,3.64534103174
9153.0,4.79,24.49,0.78,0.29,0.0,40.8329930584,1.73494392562
9236.0,2.86,45.74,0.55,0.29,0.012,21.86270223,1.16148080135
9269.0,7.14,40.74,0.9,0.773,0.002,24.5459008346,5.19010512332
9308.0,7.3,14.86,0.61,0.423,0.001,67.2947510094,3.16009404712
9312.0,5.29,12.69,0.63,0.002,0.002,78.8022064618,0.807308110474
9313.0,5.57,12.55,0.62,1.052,0.003,79.6812749004,1.06321862909
9353.0,5.89,32.18,0.96,0.61,0.01,31.0752019888,3.42793019882
9381.0,7.37,28.54,0.84,0.653,0.006,35.0385423966,4.64726984389
9400.0,8.93,24.32,0.85,0.797,0.022,41.1184210526,5.859817853
9414.0,6.84,21.86,0.53,0.576,0.015,45.7456541629,3.53825078807
9469.0,6.88,13.77,0.52,0.561,0.006,72.6216412491,2.57466970128
9473.0,7.06,21.43,0.84,0.51,0.015,46.6635557629,3.71511085521
9480.0,4.49,27.91,0.56,0.164,0.008,35.8294518094,1.71879918244
9487.0,3.82,23.45,1.06,0.024,0.023,42.6439232409,0.670714235256
9499.0,8.06,15.49,0.69,0.611,0.015,64.5577792124,4.0102570888
9553.0,9.02,31.79,1.17,1.02,0.015,31.4564328405,6.53145263957
9598.0,3.95,20.12,0.56,-0.002,0.007,49.7017892644,0.468139881919
9621.0,5.64,18.9,0.71,0.537,0.003,52.9100529101,2.02230902087
9629.0,8.69,22.16,0.98,0.722,0.001,45.1263537906,5.41784878028
9659.0,7.36,22.16,0.93,0.555,0.011,45.1263537906,4.08784878028
9683.0,7.43,26.91,0.83,0.71,0.015,37.1609067261,4.57956848882
9685.0,6.45,21.17,0.56,0.386,0.005,47.2366556448,3.0786042901
9716.0,7.79,39.16,1.11,0.832,0.013,25.5362614913,5.75421341566
9724.0,10.19,105.94,2.04,1.514,0.02,9.43930526713,10.315299843
9727.0,5.27,29.8,0.56,0.345,0.004,33.5570469799,2.64108132038
9749.0,10.88,44.37,1.97,1.4,0.02,22.5377507325,9.11544714358
9788.0,9.83,34.78,1.43,1.17,0.02,28.7521564117,7.53664788833
9829.0,6.89,43.14,0.94,0.662,0.001,23.1803430691,5.06440070383
9884.0,2.01,49.48,0.99,1.151,0.006,20.2101859337,0.482148454785
9885.0,7.51,18.83,0.58,0.534,0.001,53.1067445566,3.88425160008
9892.0,8.64,19.93,0.79,0.701,0.017,50.1756146513,5.1375364935
9902.0,7.5,22.24,0.63,0.544,0.012,44.964028777,4.23567391455
9911.0,6.88,27.04,0.86,0.624,0.0,36.9822485207,4.04003343635
9977.0,4.78,16.48,0.8,0.12,0.003,60.6796116505,0.864786036805
10031.0,6.57,36.57,0.65,0.551,0.006,27.344818157,4.38562480169
10050.0,6.4,25.47,1.06,0.471,0.001,39.2618767177,3.43014472482
10054.0,6.05,14.61,0.52,0.118,0.004,68.4462696783,1.87325107967
10064.0,3.0,26.24,0.77,0.14,0.002,38.1097560976,0.0948191535181
10079.0,7.32,19.49,0.91,0.495,0.015,51.3083632632,3.76905919559
10091.0,6.93,18.24,0.67,0.907,0.008,54.8245614035,3.23512416996
10096.0,6.49,14.68,0.68,0.43,0.005,68.1198910082,2.3236302779
10116.0,7.5,17.8,0.62,0.62,0.015,56.1797752809,3.75210001154
10117.0,8.91,22.27,1.09,0.88,0.002,44.9034575662,5.64860108517
10137.0,6.66,12.15,0.5,0.335,0.008,82.304526749,2.08288138967
10138.0,6.12,91.63,0.61,0.812,0.015,10.9134562916,5.93018843283
10164.0,7.06,17.76,0.81,1.004,0.007,56.3063063063,3.30721480721
10212.0,5.64,23.52,0.86,0.569,0.007,42.5170068027,2.49718658702
10215.0,6.0,20.0,0.94,0.418,0.005,50.0,2.50514997832
10218.0,7.33,30.76,0.98,0.677,0.003,32.5097529259,4.76993165565
10276.0,8.46,29.52,1.17,0.781,0.019,33.8753387534,5.81058176576
10278.0,7.89,23.02,0.84,0.667,0.015,43.4404865334,4.70052659647
10279.0,10.04,96.28,1.8,1.431,0.016,10.3863730785,9.95768040801
10301.0,8.36,34.97,0.79,0.87,0.0,28.5959393766,6.07847816155
10306.0,5.23,33.19,0.85,0.457,0.003,30.1295570955,2.83503626204
10321.0,7.19,38.12,0.89,0.672,0.007,26.2329485834,5.09576445983
10322.0,7.0,24.38,0.82,0.651,0.012,41.0172272354,3.93516850641
10337.0,9.84,43.0,1.67,1.346,0.007,23.2558139535,8.0073422779
10339.0,7.35,39.1,0.91,0.7,0.015,25.5754475703,5.31088378698
10363.0,9.33,18.63,0.88,0.789,0.003,53.6768652711,5.68106427448
10395.0,10.31,80.79,2.81,1.479,0.021,12.3777695259,9.84678804066
10403.0,6.05,24.07,0.96,0.406,0.002,41.5454923141,2.95738045138
10416.0,8.55,43.73,1.18,1.055,0.002,22.8675966156,6.75389738672
10421.0,9.73,30.6,1.11,1.278,0.012,32.6797385621,7.15860713241
10466.0,7.19,17.75,0.73,0.439,0.006,56.338028169,3.43599178696
10492.0,8.07,23.06,1.09,0.737,0.005,43.3651344319,4.88429651479
10505.0,6.8,37.87,0.96,0.69,0.015,26.4061262213,4.6914765256
10510.0,8.12,26.89,1.07,0.705,0.012,37.1885459279,5.26795401112
10535.0,5.57,20.77,0.89,0.52,0.004,48.1463649494,2.15718248268
10540.0,5.79,24.93,0.88,0.439,0.005,40.1123144805,2.77361139252
10542.0,7.94,44.96,1.69,1.033,0.009,22.2419928826,6.20413151281
10567.0,7.5,20.84,0.88,0.534,0.007,47.9846449136,4.09448857314
10584.0,6.91,21.53,0.89,0.623,0.016,46.4468183929,3.57522014912
10599.0,7.99,29.35,1.13,0.79,0.015,34.0715502555,5.32804052792
10602.0,3.56,21.06,0.61,-0.12,0.005,47.4833808167,0.177291834247
10617.0,12.02,70.16,2.88,1.583,0.009,14.2531356899,11.2504479018
10621.0,7.78,16.81,0.62,0.515,0.015,59.488399762,3.9078385672
10626.0,7.61,21.97,0.96,0.642,0.015,45.516613564,4.3191502846
10629.0,8.3,25.82,1.07,0.674,0.007,38.7296669249,5.35978118965
10644.0,4.84,92.2,0.84,0.607,0.005,10.8459869848,4.66365460527
10670.0,4.03,27.73,0.84,0.019,0.003,36.0620266859,1.24474934789
10681.0,7.61,22.55,0.88,0.574,0.009,44.3458980044,4.37573273107
10694.0,8.1,16.62,0.76,0.646,0.015,60.1684717208,4.20315509724
10723.0,5.6,40.04,0.92,0.588,0.004,24.975024975,3.61247034404
10725.0,8.51,18.04,0.81,0.638,0.018,55.4323725055,4.79118266603
10798.0,6.33,78.88,0.72,0.724,0.003,12.677484787,5.81483450967
10810.0,6.82,29.74,0.94,0.566,0.007,33.6247478144,4.18670482093
10812.0,11.59,71.56,2.99,1.51,0.02,13.9742873113,10.8633516595
10818.0,8.48,25.51,1.11,0.74,0.015,39.2003136025,5.51355229305
10834.0,7.73,14.53,0.6,0.501,0.01,68.8231245699,3.54132807149
10842.0,8.12,26.0,0.68,0.678,0.002,38.4615384615,5.19486673985
10874.0,10.51,27.8,1.17,1.138,0.015,35.9712230216,7.73022397959
10890.0,6.64,17.34,0.77,0.521,0.01,57.6701268743,2.8352454657
10925.0,8.67,39.3,1.07,1.031,0.003,25.4452926209,6.64196275188
10940.0,7.77,18.53,0.69,0.529,0.015,53.9665407447,4.10937709659
10960.0,10.31,34.89,1.66,1.322,0.005,28.6615075953,8.02350484724
10977.0,8.82,32.5,1.13,0.918,0.013,30.7692307692,6.37941680489
11000.0,9.07,37.34,1.38,1.079,0.006,26.7809319764,6.93087156807
11001.0,4.08,24.1,0.51,0.034,0.006,41.4937759336,0.990085212874
11028.0,8.26,25.23,1.21,0.72,0.015,39.6353547364,5.26958625259
11029.0,5.43,33.48,0.93,0.364,0.007,29.8685782557,3.05392724661
11072.0,5.19,45.6,0.82,0.608,0.017,21.9298245614,3.48482421332
11083.0,8.83,29.51,1.38,0.906,0.005,33.8868180278,6.1798460475
11090.0,5.81,21.16,0.74,0.289,0.006,47.258979206,2.43757831682
11095.0,5.99,10.26,0.51,1.088,0.004,97.4658869396,1.04573680388
11102.0,5.9,16.3,0.55,0.213,0.005,61.3496932515,1.96093802202
11111.0,8.94,26.92,1.07,0.882,0.013,37.147102526,6.09037527776
11160.0,7.02,12.98,0.54,0.506,0.003,77.0416024653,2.58637346232
11192.0,6.68,16.04,0.8,0.311,0.007,62.3441396509,2.70602181974
11231.0,6.17,32.05,0.64,0.653,0.005,31.2012480499,3.69914016927
11258.0,5.36,20.4,0.5,0.395,0.003,49.0196078431,1.90815083713
11317.0,9.04,28.1,1.24,0.963,0.002,35.5871886121,6.28353159953
11337.0,8.36,19.34,0.74,0.636,0.012,51.7063081696,4.79228234873
11349.0,7.94,35.86,1.15,0.807,0.004,27.8862242052,5.71305142613
11357.0,9.79,21.81,1.05,0.955,0.004,45.8505272811,6.48327832789
11360.0,6.79,22.33,1.05,0.399,0.015,44.7828034035,3.53444361536
11427.0,6.45,27.5,0.87,0.45,0.007,36.3636363636,3.64666346915
11433.0,9.1,24.14,1.18,0.879,0.003,41.4250207125,6.01368632881
11439.0,10.89,48.01,1.94,1.449,0.015,20.8289939596,9.29665852985
11448.0,7.59,19.51,0.85,0.537,0.007,51.2557662737,4.04128634697
11452.0,8.69,60.22,1.75,1.397,0.0,16.605778811,7.58870375588
11465.0,6.16,18.84,0.74,0.435,0.003,53.0785562633,2.53540449228
11477.0,5.13,21.35,0.65,0.089,0.003,46.8384074941,1.77698939681
11476.0,10.13,22.11,1.07,1.065,0.005,45.2284034374,6.85294371289
11486.0,5.29,21.01,0.83,0.311,0.005,47.5963826749,1.90213026203
11548.0,5.89,32.48,0.84,0.591,0.014,30.7881773399,3.44808010285
11565.0,8.78,52.9,1.95,1.12,0.015,18.9035916824,7.39727836018
11569.0,4.46,23.04,0.8,0.153,0.004,43.4027777778,1.27241237376
11661.0,7.41,16.26,0.66,0.458,0.014,61.5006150062,3.46560270629
11728.0,8.03,23.9,1.1,0.666,0.015,41.8410041841,4.92198950474
11757.0,5.27,11.18,0.48,0.981,0.001,89.4454382826,0.512209017752
11759.0,8.67,38.3,1.4,0.935,0.015,26.1096605744,6.58599386984
11783.0,4.74,38.73,0.87,0.454,0.012,25.8197779499,2.68023748493
11796.0,6.76,18.69,0.79,0.363,0.007,53.5045478866,3.11804650689
11843.0,6.0,34.84,0.83,0.572,0.006,28.7026406429,3.71039073168
11852.0,8.84,44.31,0.8,1.045,0.003,22.5682690138,7.07250875016
11866.0,7.87,19.92,0.67,0.616,0.015,50.2008032129,4.36644667044
11877.0,8.37,25.12,1.17,0.815,0.004,39.8089171975,5.37009817533
11886.0,6.86,13.39,0.54,0.45,0.006,74.6825989544,2.49390288506
11906.0,7.67,26.96,0.7,0.695,0.008,37.0919881306,4.82359943932
11909.0,6.84,17.0,0.58,0.568,0.015,58.8235294118,2.99224460689
11919.0,6.73,19.82,0.52,0.441,0.006,50.454086781,3.21551825075
11941.0,7.49,23.21,0.97,0.666,0.015,43.0848772081,4.31837570228
11949.0,7.59,32.63,1.01,0.677,0.017,30.6466441925,5.15808536894
11954.0,7.57,24.35,0.87,0.534,0.007,41.067761807,4.50249482775
11964.0,8.89,86.87,0.86,1.39,0.02,11.5114538966,8.58434910756
12048.0,6.83,27.85,1.39,0.67,0.004,35.9066427289,4.05412599755
12110.0,8.34,47.04,1.04,1.069,0.004,21.2585034014,6.70233656534
12109.0,9.47,32.09,1.46,1.06,0.003,31.1623558741,7.00184858548
12114.0,5.79,138.72,1.04,0.918,0.019,7.20876585928,6.50069540066
12119.0,8.38,25.41,1.07,0.77,0.015,39.3545848091,5.40502332525
12132.0,7.25,15.09,0.75,0.401,0.008,66.2690523526,3.14344619888
12153.0,5.64,28.4,0.87,0.516,0.005,35.2112676056,2.90659170024
12158.0,8.1,41.09,1.25,0.944,0.008,24.3368216111,6.16868070631
12181.0,5.91,18.42,0.81,0.502,0.004,54.2888165038,2.2364481293
12184.0,7.1,25.36,1.1,0.41,0.01,39.4321766562,4.12074624605
12186.0,5.78,39.16,0.64,0.653,0.005,25.5362614913,3.74421341566
12189.0,6.48,24.92,1.05,0.51,0.0,40.1284109149,3.46274018994
12200.0,6.23,18.11,0.78,0.515,0.004,55.2181115406,2.51959225157
12273.0,5.17,12.73,0.54,0.896,0.003,78.5545954438,0.694142018268
12281.0,7.23,16.61,0.69,0.927,0.021,60.2046959663,3.33184816226
12288.0,5.84,27.99,0.74,0.476,0.008,35.7270453733,3.07501449233
12300.0,6.48,18.71,0.69,0.521,0.008,53.447354356,2.8403689375
12306.0,7.36,27.89,1.12,0.583,0.01,35.8551452133,4.58724257133
12351.0,9.48,60.51,1.3,1.396,0.004,16.5261940175,8.38913576466
12361.0,6.78,16.69,0.6,0.387,0.001,59.9161174356,2.8922816834
12390.0,4.83,36.99,1.76,0.447,0.017,27.0343336037,2.67042165658
12394.0,4.12,21.27,0.5,-0.061,0.006,47.0145745181,0.758837449514
12411.0,8.3,24.97,0.9,0.708,0.003,40.0480576692,5.28709271176
12413.0,4.74,25.15,0.61,0.061,0.003,39.7614314115,1.74268994696
12436.0,9.44,24.94,0.93,1.027,0.002,40.0962309543,6.42448224571
12444.0,5.79,46.42,0.82,0.524,0.004,21.542438604,4.1235256806
12484.0,5.21,20.49,0.56,0.411,0.003,48.8042947779,1.76770979201
12493.0,9.51,44.84,1.46,1.185,0.007,22.3015165031,7.76832801961
12517.0,8.55,21.41,0.83,0.637,0.005,46.7071461934,5.20308333647
12530.0,5.72,46.24,1.31,0.511,0.007,21.6262975779,4.04508912706
12562.0,5.98,20.29,0.94,0.429,0.01,49.2853622474,2.51641023517
12611.0,6.09,24.47,0.56,0.876,0.014,40.86636698,3.03316984676
12623.0,4.91,40.52,1.25,0.582,0.003,24.6791707799,2.94834718344
12653.0,5.4,58.0,0.55,0.561,0.007,17.2413793103,4.21713996781
12656.0,7.03,18.18,0.86,0.39,0.007,55.0055005501,3.32796939443
12664.0,7.62,13.55,0.64,0.468,0.009,73.8007380074,3.27969647605
12685.0,8.28,22.11,1.08,0.618,0.01,45.2284034374,5.00294371289
12706.0,3.47,39.78,0.95,0.093,0.004,25.1382604324,1.46832389394
12709.0,8.23,53.89,1.27,1.074,0.001,18.5563184264,6.88754091798
12716.0,8.04,24.77,0.8,0.745,0.02,40.3714170367,5.00963003293
12717.0,6.23,18.36,0.59,0.542,0.024,54.4662309368,2.54936338433
12723.0,9.04,36.44,0.97,1.04,0.01,27.4423710209,6.8478918415
12764.0,7.07,22.73,0.87,0.534,0.013,43.9947206335,3.85299717862
12766.0,8.63,18.0,0.75,0.668,0.023,55.5555555556,4.90636252552
12777.0,4.1,89.03,0.79,0.514,0.002,11.2321689318,3.84768186688
12797.0,8.39,22.68,1.06,0.772,0.002,44.0917107584,5.1682152511
12804.0,6.9,17.37,0.83,0.445,0.001,57.5705238918,3.09899909224
12828.0,4.27,38.71,1.31,0.311,0.009,25.8331180573,2.20911585659
12832.0,5.17,26.15,0.98,0.234,0.005,38.240917782,2.25735846602
12837.0,7.14,25.05,0.86,0.517,0.008,39.9201596806,4.13403865102
12843.0,4.47,71.56,0.76,0.481,0.012,13.9742873113,3.74335165948
12862.0,6.04,19.5,0.9,0.312,0.01,51.2820512821,2.49017305681
12871.0,5.73,18.23,0.52,0.932,0.015,54.8546352167,2.03393334327
12876.0,4.83,11.06,0.48,0.058,0.006,90.4159132007,0.0487756348434
12884.0,6.67,17.22,0.65,0.449,0.016,58.0720092915,2.85016573559
12889.0,7.64,19.61,0.76,0.58,0.001,50.994390617,4.10238796834
12926.0,7.89,38.95,1.13,0.84,0.008,25.6739409499,5.84253731004
12929.0,8.59,62.83,1.53,1.269,0.014,15.9159637116,7.58083529858
12961.0,10.25,42.01,1.58,1.389,0.018,23.8038562247,8.36676340769
12964.0,6.48,22.18,0.76,0.387,0.007,45.0856627592,3.20980770907
12988.0,7.68,16.27,0.59,0.559,0.007,61.4628149969,3.73693776468
12997.0,8.25,17.31,0.72,0.585,0.012,57.7700751011,4.44148533938
13008.0,6.47,26.18,0.72,0.398,0.009,38.1970970206,3.55984821107
13061.0,4.52,18.06,0.84,1.112,0.002,55.3709856035,0.803588729887
13081.0,7.56,44.71,1.15,0.82,0.001,22.3663609931,5.81202334934
13118.0,6.94,22.73,0.89,0.956,0.005,43.9947206335,3.72299717862
13129.0,7.74,15.17,0.71,0.49,0.01,65.9195781147,3.64492790393
13133.0,6.26,15.99,0.62,0.151,0.007,62.5390869293,2.27924231873
13141.0,5.25,19.73,0.49,0.101,0.002,50.6842372022,1.72563542626
13147.0,4.45,19.31,0.67,0.981,0.002,51.7866390471,0.878911368897
13169.0,8.29,35.21,1.08,0.845,0.016,28.4010224368,6.02333012535
13209.0,3.61,20.45,0.79,-0.1,0.0,48.8997555012,0.163466561717
13218.0,10.72,76.45,1.46,1.51,0.02,13.0804447351,10.1368874487
13244.0,4.76,9.92,0.48,1.337,0.004,100.806451613,-0.257441639229
13254.0,4.22,25.54,0.77,0.343,0.007,39.1542678152,1.25610446464
13270.0,8.17,15.71,0.72,0.617,0.015,63.6537237428,4.1508809252
13288.0,4.76,17.85,0.69,0.906,0.009,56.0224089636,1.01819110224
13291.0,7.56,21.22,0.92,0.584,0.002,47.1253534402,4.19372689783
13359.0,8.86,23.36,0.85,0.851,0.003,42.8082191781,5.7023641922
13363.0,6.38,31.18,0.69,0.484,0.004,32.0718409237,3.84938055426
13375.0,9.6,70.19,1.68,1.315,0.015,14.2470437384,8.83137621206
13388.0,8.09,38.45,0.9,0.827,0.006,26.0078023407,6.01448172069
13389.0,11.36,86.91,1.9,1.549,0.005,11.5061557933,11.0553487496
13394.0,6.78,32.96,0.67,0.574,0.003,30.3398058252,4.36993601513
13402.0,6.05,96.33,0.77,0.862,0.015,10.3809820409,5.96880780143
13455.0,8.12,17.43,0.83,0.59,0.008,57.372346529,4.32648693555
13456.0,8.17,20.68,0.74,0.686,0.011,48.3558994197,4.74775267211
13460.0,9.16,27.61,1.28,1.057,0.019,36.2187613184,6.3653320332
13473.0,5.93,16.83,0.61,0.437,0.002,59.4177064765,2.06042057988
13508.0,8.66,20.56,0.83,0.672,0.016,48.6381322957,5.22511555162
13511.0,7.23,14.72,0.58,0.455,0.009,67.9347826087,3.06953905001
13513.0,8.23,33.83,0.98,0.933,0.006,29.5595625185,5.87650998894
13536.0,6.61,17.36,0.49,0.374,0.001,57.6036866359,2.8077486042
